Name,Movie,Year,Cause of Death
Xander Berkeley,Dead to Rights,1993,Firearms
Xander Berkeley,Caroline at Midnight,1994,Other
Xander Berkeley,Poison Ivy II: Lily,1995,Poison
Xander Berkeley,Persons Unknown,1996,Other
Xander Berkeley,Within the Rock,1996,Other
Xander Berkeley,Air Force One,1997,Other
Xander Berkeley,The Killing Jar,1997,Firearms
Xander Berkeley,Universal Soldier: The Return,1999,Other
Xander Berkeley,Shanghai Noon,2000,Firearms
Xander Berkeley,Drop Dead Sexy,2005,Firearms
Xander Berkeley,Year One,2009,Knives or Cutting Instruments
Xander Berkeley,Transcendence,2014,Impact
Xander Berkeley,Proud Mary,2018,Firearms
Adam Beach,Song of Hiawatha,1997,Other
Adam Beach,Cowboys and Indians: The J.J. Harper Story,2003,Firearms
Adam Beach,Flags of Our Fathers,2006,Poison
Adam Beach,The Stranger,2010,Impact
Adam Beach,Cowboys & Aliens,2011,Other
Adam Beach,Into the Grizzly Maze,2015,Firearms
Adam Beach,Suicide Squad,2016,Explosives
Adam Beach,Hostiles,2017,Firearms
Adam Beach,The New Mutants,2020,Other
Larry Miller,Radioland Murders,1994,Impact
Larry Miller,Mad Dog Time,1996,Firearms
Larry Miller,The Six Wives of Henry Lefay,2009,Drowning
Larry Miller,God Bless America,2011,Firearms
Adrian Dunbar,The Crying Game,1992,Firearms
Adrian Dunbar,Richard III,1995,Firearms
James Belushi,Thief,1981,Other
James Belushi,Traces of Red,1992,Firearms
James Belushi,Gang Related,1997,Firearms
James Belushi,Living in Peril,1997,Strangulation
James Belushi,Retroactive,1997,Firearms
James Belushi,One Way Out,2002,Firearms
James Belushi,The Hollow Point,2016,Firearms
James Belushi,The Whole Truth,2016,Knives or Cutting Instruments
Robert Englund,Eaten Alive,1976,Impact
Robert Englund,Dead & Buried,1981,Other
Robert Englund,A Nightmare on Elm Street,1984,Fire
Robert Englund,A Nightmare on Elm Street 2: Freddys Revenge,1985,Fire
Robert Englund,A Nightmare on Elm Street 3: Dream Warriors,1987,Explosives
Robert Englund,A Nightmare on Elm Street 4: The Dream Master,1988,Other
Robert Englund,A Nightmare on Elm Street 5: The Dream Child,1989,Other
Robert Englund,The Phantom of the Opera,1989,Fire
Robert Englund,The Adventures of Ford Fairlane,1990,Firearms
Robert Englund,Freddys Dead: The Final Nightmare,1991,Explosives
Robert Englund,Tobe Hoopers Night Terrors,1993,Other
Robert Englund,Wes Cravens New Nightmare,1994,Fire
Robert Englund,The Mangler,1995,Impact
Robert Englund,Starquest II,1996,Firearms
Robert Englund,Urban Legend,1998,Knives or Cutting Instruments
Robert Englund,Python,2000,Explosives
Robert Englund,2001 Maniacs,2005,Other
Robert Englund,Hatchet,2006,Other
Robert Englund,Heartstopper,2006,Other
Robert Englund,Inkubus,2011,Firearms
Robert Englund,Sanitarium,2013,Impact
Robert Englund,Fear Clinic,2015,Other
Robert Englund,The Funhouse Massacre,2015,Knives or Cutting Instruments
Robert Englund,The Midnight Man,2016,Blunt Objects
Robert Englund,Nightworld,2017,Other
Andrew Divoff,Another 48 Hrs.,1990,Other
Andrew Divoff,Graveyard Shift,1990,Other
